"condition_idx","trial_idx","item_idx","rank_idx","group","rt","choice"
1,287,1,2,0,0.65,1
1,287,2,3,0,0.75,1
1,288,3,1,0,0.39,1
1,288,1,2,0,0.94,-1
1,288,2,3,0,2.88,1
1,289,3,1,1,0.69,1
1,289,2,2,1,2.1,1
1,289,1,3,1,2.54,1
1,290,3,1,0,0.46,1
1,290,2,2,0,1.07,1
1,290,1,3,0,1.22,1
1,291,1,1,0,0.35,1
1,291,2,2,0,0.41,-1
1,291,3,3,0,0.43,1
1,292,3,1,1,0.24,1
1,292,2,2,1,1.26,1
1,292,1,3,1,1.51,1
1,293,3,1,1,0.63,1
1,293,2,2,1,0.92,1
1,293,1,3,1,2.41,1
1,294,3,1,1,0.22,1
1,294,1,2,1,0.26,1
1,294,2,3,1,0.72,1
1,295,2,1,0,0.34,-1
1,295,3,2,0,1.2,1
1,295,1,3,0,1.49,1
1,296,3,1,1,0.2,1
1,296,1,2,1,1.22,1
1,296,2,3,1,3.8,-1
1,297,3,1,0,0.42,1
1,297,2,2,0,0.77,1
1,297,1,3,0,1.16,1
1,298,3,1,1,0.53,1
1,298,1,2,1,1.04,1
1,298,2,3,1,1.1,1
1,299,2,1,1,0.57,1
1,299,3,2,1,1.37,1
1,299,1,3,1,1.7,1
1,300,1,1,0,0.52,1
1,300,3,2,0,0.69,1
1,300,2,3,0,1.28,-1
1,301,1,1,1,0.35,1
1,301,3,2,1,0.53,1
1,301,2,3,1,2.5,1
1,302,2,1,0,0.47,1
1,302,1,2,0,0.58,1
1,302,3,3,0,0.64,1
1,303,2,1,1,0.37,1
1,303,1,2,1,0.4,1
1,303,3,3,1,0.55,1
1,304,3,1,1,0.12,1
1,304,2,2,1,0.22,1
1,304,1,3,1,1.38,1
1,305,2,1,1,0.71,1
1,305,1,2,1,0.8,1
1,305,3,3,1,0.97,1
1,306,1,1,0,0.41,1
1,306,3,2,0,0.86,1
1,306,2,3,0,4.61,1
1,307,1,1,1,0.48,1
1,307,2,2,1,0.55,-1
1,307,3,3,1,1.67,1
1,308,2,1,0,0.52,1
1,308,3,2,0,0.73,1
1,308,1,3,0,1.97,1
1,309,3,1,0,0.26,1
1,309,2,2,0,2.3,-1
1,309,1,3,0,3.12,-1
1,310,3,1,1,0.3,1
1,310,1,2,1,0.84,1
1,310,2,3,1,1.34,1
1,311,2,1,1,0.57,1
1,311,1,2,1,0.88,1
1,311,3,3,1,2.08,1
1,312,1,1,1,0.42,1
1,312,3,2,1,0.46,1
1,312,2,3,1,0.58,1
1,313,3,1,0,0.94,1
1,313,1,2,0,1.21,1
1,313,2,3,0,1.27,1
1,314,3,1,0,0.18,1
1,314,1,2,0,0.24,1
1,314,2,3,0,0.6,1
1,315,1,1,0,0.35,1
1,315,2,2,0,0.48,1
1,315,3,3,0,0.98,1
1,316,2,1,1,0.34,-1
1,316,1,2,1,0.72,1
1,316,3,3,1,1.2,1
1,317,2,1,0,0.13,1
1,317,3,2,0,0.32,1
1,317,1,3,0,0.68,-1
1,318,1,1,0,0.42,1
1,318,2,2,0,0.95,1
1,318,3,3,0,1.51,1
1,319,3,1,0,1.26,1
1,319,1,2,0,1.73,-1
1,319,2,3,0,1.93,1
1,320,3,1,1,0.78,1
1,320,1,2,1,0.88,1
1,320,2,3,1,1.04,-1
1,321,2,1,0,0.38,1
1,321,1,2,0,0.51,-1
1,321,3,3,0,0.63,1
1,322,2,1,0,0.34,1
1,322,3,2,0,0.67,1
1,322,1,3,0,1,1
1,323,2,1,1,0.26,1
1,323,3,2,1,0.47,1
1,323,1,3,1,0.48,-1
1,324,1,1,1,0.14,1
1,324,3,2,1,0.51,1
1,324,2,3,1,1.14,1
1,325,3,1,1,0.47,1
1,325,1,2,1,0.58,1
1,325,2,3,1,1.25,1
1,326,2,1,0,0.14,1
1,326,1,2,0,0.79,-1
1,326,3,3,0,1.36,1
1,327,1,1,1,0.66,1
1,327,3,2,1,0.69,1
1,327,2,3,1,1.84,1
1,328,2,1,0,0.42,-1
1,328,3,2,0,0.43,1
1,328,1,3,0,0.72,1
1,329,3,1,0,0.56,1
1,329,2,2,0,1.63,1
1,329,1,3,0,2.46,1
1,330,3,1,1,0.44,1
1,330,2,2,1,1.65,1
1,330,1,3,1,1.8,-1
1,331,2,1,0,0.17,1
1,331,3,2,0,0.74,1
1,331,1,3,0,2.35,-1
1,332,2,1,0,0.23,-1
1,332,1,2,0,1.16,-1
1,332,3,3,0,1.64,1
1,333,3,1,0,0.23,1
1,333,1,2,0,0.25,-1
1,333,2,3,0,0.52,1
1,334,3,1,0,0.31,1
1,334,1,2,0,0.43,1
1,334,2,3,0,2.44,1
1,335,2,1,1,0.23,1
1,335,1,2,1,0.48,1
1,335,3,3,1,0.53,1
1,336,1,1,0,0.16,1
1,336,3,2,0,0.32,1
1,336,2,3,0,0.58,1
1,337,3,1,0,0.48,1
1,337,2,2,0,0.59,1
1,337,1,3,0,1.98,1
1,338,2,1,1,0.45,1
1,338,3,2,1,0.63,1
1,338,1,3,1,1.19,-1
1,339,3,1,0,0.34,1
1,339,2,2,0,0.39,1
1,339,1,3,0,1.07,1
1,340,1,1,0,0.26,1
1,340,3,2,0,0.73,1
1,340,2,3,0,0.92,1
1,341,1,1,1,0.12,1
1,341,3,2,1,0.3,1
1,341,2,3,1,0.42,1
1,342,3,1,1,0.33,1
1,342,1,2,1,0.71,-1
1,342,2,3,1,1.76,1
1,343,3,1,0,0.38,-1
1,343,1,2,0,0.49,1
1,343,2,3,0,0.78,1
1,344,3,1,0,0.84,1
1,344,2,2,0,1.21,1
1,344,1,3,0,2.08,1
1,345,1,1,1,0.15,1
1,345,2,2,1,0.31,1
1,345,3,3,1,0.43,1
1,346,2,1,1,0.33,1
1,346,3,2,1,0.54,1
1,346,1,3,1,1.39,-1
1,347,2,1,0,0.44,1
1,347,3,2,0,1.43,1
1,347,1,3,0,5.73,1
1,348,1,1,1,0.62,1
1,348,2,2,1,0.63,1
1,348,3,3,1,0.72,1
1,349,3,1,1,0.68,1
1,349,2,2,1,0.93,1
1,349,1,3,1,1.47,1
1,350,2,1,0,0.25,1
1,350,3,2,0,0.28,1
1,350,1,3,0,1.04,-1
1,351,1,1,1,0.15,-1
1,351,3,2,1,0.8,1
1,351,2,3,1,0.95,1
1,352,3,1,0,0.52,1
1,352,2,2,0,2.23,1
1,352,1,3,0,7.28,1
1,353,3,1,1,0.39,1
1,353,2,2,1,1.14,-1
1,353,1,3,1,2.27,1
1,354,1,1,0,0.33,-1
1,354,3,2,0,0.83,-1
1,354,2,3,0,1.21,1
1,355,1,1,1,0.53,1
1,355,3,2,1,0.57,1
1,355,2,3,1,0.58,1
1,356,3,1,0,0.3,1
1,356,2,2,0,0.59,1
1,356,1,3,0,0.61,1
1,357,3,1,1,0.42,1
1,357,1,2,1,0.49,-1
1,357,2,3,1,1.12,1
1,358,1,1,1,0.22,1
1,358,3,2,1,0.74,1
1,358,2,3,1,0.75,1
1,359,1,1,1,0.23,-1
1,359,2,2,1,0.45,1
1,359,3,3,1,1.9,1
1,360,2,1,1,0.12,1
1,360,1,2,1,0.45,1
1,360,3,3,1,0.53,1
1,361,2,1,1,0.43,1
1,361,3,2,1,0.65,1
1,361,1,3,1,2.52,1
1,362,1,1,0,0.73,1
1,362,3,2,0,0.95,1
1,362,2,3,0,2,-1
1,363,2,1,1,0.52,1
1,363,3,2,1,2.06,1
1,363,1,3,1,2.25,1
1,364,3,1,0,0.42,1
1,364,1,2,0,1.53,-1
1,364,2,3,0,1.55,1
1,365,3,1,0,1.05,1
1,365,2,2,0,1.68,1
1,365,1,3,0,1.81,1
1,366,3,1,1,0.65,1
1,366,1,2,1,0.97,1
1,366,2,3,1,2.48,-1
1,367,1,1,0,0.23,1
1,367,3,2,0,0.6,1
1,367,2,3,0,3.07,1
1,368,1,1,0,0.81,-1
1,368,3,2,0,0.89,1
1,368,2,3,0,2.74,-1
1,369,1,1,0,0.36,1
1,369,3,2,0,0.64,-1
1,369,2,3,0,3.3,-1
1,370,1,1,1,0.42,1
1,370,2,2,1,0.62,1
1,370,3,3,1,1.49,1
1,371,3,1,0,0.28,1
1,371,2,2,0,0.52,1
1,371,1,3,0,0.84,-1
1,372,3,1,0,0.64,1
1,372,1,2,0,0.66,-1
1,372,2,3,0,1.85,1
1,373,1,1,0,0.38,1
1,373,3,2,0,0.46,1
1,373,2,3,0,2.32,1
1,374,3,1,1,0.12,1
1,374,2,2,1,0.26,1
1,374,1,3,1,1.88,-1
1,375,3,1,1,0.35,1
1,375,1,2,1,0.43,1
1,375,2,3,1,0.55,1
1,376,3,1,1,0.33,1
1,376,1,2,1,0.41,-1
1,376,2,3,1,0.95,1
1,377,3,1,0,0.3,1
1,377,2,2,0,0.31,-1
1,377,1,3,0,0.42,-1
1,378,3,1,0,0.19,1
1,378,2,2,0,0.51,1
1,378,1,3,0,3.13,-1
1,379,2,1,0,0.46,1
1,379,3,2,0,0.58,1
1,379,1,3,0,0.7,-1
1,380,3,1,1,0.46,1
1,380,1,2,1,0.49,-1
1,380,2,3,1,0.55,1
1,381,3,1,0,0.6,1
1,381,1,2,0,0.99,1
1,381,2,3,0,1.29,1
1,382,1,1,1,0.35,-1
1,382,3,2,1,0.92,1
1,382,2,3,1,1.78,-1
1,383,3,1,1,0.61,1
1,383,2,2,1,0.63,1
1,383,1,3,1,0.88,-1
1,384,3,1,1,0.27,1
1,384,1,2,1,0.55,1
1,384,2,3,1,1.6,1
1,385,2,1,1,0.34,-1
1,385,3,2,1,0.68,1
1,385,1,3,1,1.02,1
1,386,1,1,1,0.25,1
1,386,2,2,1,0.52,1
1,386,3,3,1,0.68,1
1,387,2,1,0,0.66,1
1,387,3,2,0,0.76,1
1,387,1,3,0,1.69,1
1,388,3,1,0,0.27,1
1,388,2,2,0,0.84,-1
1,388,1,3,0,1.45,1
1,389,3,1,0,0.55,1
1,389,1,2,0,0.84,1
1,389,2,3,0,0.93,-1
1,390,3,1,1,0.25,-1
1,390,1,2,1,0.31,1
1,390,2,3,1,0.61,-1
1,391,1,1,0,0.39,-1
1,391,2,2,0,0.65,1
1,391,3,3,0,3.41,1
1,392,3,1,1,0.45,1
1,392,2,2,1,1.15,1
1,392,1,3,1,2.13,1
1,393,2,1,1,0.22,1
1,393,3,2,1,0.24,1
1,393,1,3,1,0.57,1
1,394,1,1,1,0.61,1
1,394,3,2,1,0.91,1
1,394,2,3,1,0.98,1
1,395,1,1,1,0.97,1
1,395,3,2,1,1.42,1
1,395,2,3,1,2.77,1
1,396,2,1,1,0.4,1
1,396,3,2,1,1.19,1
1,396,1,3,1,1.9,1
1,397,2,1,1,0.51,1
1,397,3,2,1,0.92,1
1,397,1,3,1,2.05,1
1,398,3,1,1,0.39,1
1,398,1,2,1,1.05,1
1,398,2,3,1,1.99,1
1,399,1,1,0,0.39,1
1,399,3,2,0,0.42,-1
1,399,2,3,0,1.54,1
1,400,2,1,1,0.22,1
1,400,3,2,1,0.35,1
1,400,1,3,1,0.52,-1
1,401,2,1,0,0.99,1
1,401,3,2,0,1.11,1
1,401,1,3,0,7.29,-1
1,402,2,1,0,0.37,1
1,402,1,2,0,0.5,1
1,402,3,3,0,0.64,1
1,403,1,1,0,0.51,-1
1,403,3,2,0,0.7,-1
1,403,2,3,0,1.03,-1
1,404,2,1,0,1.28,1
1,404,3,2,0,1.4,1
1,404,1,3,0,1.76,1
1,405,1,1,0,0.41,1
1,405,3,2,0,0.72,1
1,405,2,3,0,1.01,-1
1,406,2,1,0,0.12,1
1,406,1,2,0,0.33,1
1,406,3,3,0,0.87,1
1,407,3,1,1,0.71,1
1,407,2,2,1,1.08,1
1,407,1,3,1,2.56,-1
1,408,2,1,1,0.29,1
1,408,3,2,1,0.57,1
1,408,1,3,1,0.67,1
1,409,1,1,1,0.56,1
1,409,2,2,1,0.69,1
1,409,3,3,1,0.93,1
1,410,3,1,1,0.49,1
1,410,1,2,1,0.88,1
1,410,2,3,1,3.93,-1
1,411,2,1,0,0.25,1
1,411,3,2,0,0.32,-1
1,411,1,3,0,0.41,-1
1,412,2,1,1,0.31,1
1,412,1,2,1,0.77,-1
1,412,3,3,1,1.78,1
1,413,3,1,1,0.4,1
1,413,2,2,1,1.55,1
1,413,1,3,1,3.19,1
1,414,2,1,0,0.34,1
1,414,1,2,0,0.64,1
1,414,3,3,0,0.74,1
1,415,2,1,0,0.35,1
1,415,1,2,0,1.54,1
1,415,3,3,0,1.62,1
1,416,3,1,1,0.35,1
1,416,2,2,1,1.06,1
1,416,1,3,1,1.32,-1
1,417,2,1,1,0.31,1
1,417,3,2,1,0.46,-1
1,417,1,3,1,1.51,1
1,418,3,1,0,0.39,-1
1,418,1,2,0,0.81,1
1,418,2,3,0,3.74,1
1,419,3,1,0,0.74,1
1,419,1,2,0,1.23,1
1,419,2,3,0,1.51,-1
1,420,2,1,0,0.93,1
1,420,1,2,0,1.92,1
1,420,3,3,0,7.29,1
1,421,2,1,1,0.28,1
1,421,3,2,1,0.32,1
1,421,1,3,1,0.58,-1
1,422,1,1,1,0.57,-1
1,422,3,2,1,0.62,1
1,422,2,3,1,0.95,-1
1,423,3,1,1,0.47,1
1,423,2,2,1,0.98,1
1,423,1,3,1,1.89,1
1,424,1,1,0,0.19,1
1,424,2,2,0,0.73,1
1,424,3,3,0,1.68,1
1,425,2,1,1,0.31,1
1,425,3,2,1,0.43,1
1,425,1,3,1,0.87,1
1,426,2,1,1,0.4,1
1,426,1,2,1,0.85,-1
1,426,3,3,1,1.47,1
1,427,3,1,1,0.51,1
1,427,1,2,1,0.62,1
1,427,2,3,1,0.94,1
1,428,3,1,1,0.6,1
1,428,2,2,1,0.89,1
1,428,1,3,1,1.7,-1
1,429,3,1,1,0.3,1
1,429,2,2,1,0.99,1
1,429,1,3,1,1.79,1
1,430,3,1,1,0.42,1
1,430,1,2,1,0.68,1
1,430,2,3,1,0.99,1
1,431,1,1,1,0.24,1
1,431,3,2,1,1.3,1
1,431,2,3,1,1.32,1
1,432,2,1,0,0.83,1
1,432,3,2,0,1.03,-1
1,432,1,3,0,1.3,1
1,433,3,1,0,0.33,1
1,433,1,2,0,0.43,1
1,433,2,3,0,0.44,1
1,434,2,1,1,0.34,1
1,434,1,2,1,0.46,-1
1,434,3,3,1,0.65,1
1,435,3,1,1,0.27,1
1,435,1,2,1,0.85,1
1,435,2,3,1,3.48,1
1,436,2,1,1,0.52,1
1,436,1,2,1,0.74,1
1,436,3,3,1,0.85,1
1,437,3,1,1,0.72,1
1,437,1,2,1,0.99,1
1,437,2,3,1,3.77,1
1,438,2,1,0,0.32,1
1,438,3,2,0,0.59,1
1,438,1,3,0,1.79,1
1,439,1,1,0,0.65,-1
1,439,2,2,0,1.16,-1
1,439,3,3,0,1.84,1
1,440,3,1,0,0.35,-1
1,440,1,2,0,1.33,-1
1,440,2,3,0,1.36,1
1,441,2,1,1,0.2,1
1,441,3,2,1,0.62,1
1,441,1,3,1,0.79,-1
1,442,2,1,1,0.62,1
1,442,3,2,1,2.04,1
1,442,1,3,1,2.27,-1
1,443,3,1,1,1.58,1
1,443,1,2,1,1.7,1
1,443,2,3,1,2.28,1
1,444,2,1,0,0.37,1
1,444,1,2,0,0.7,1
1,444,3,3,0,0.99,-1
1,445,1,1,1,0.2,1
1,445,3,2,1,0.55,1
1,445,2,3,1,0.57,1
1,446,3,1,1,0.81,-1
1,446,2,2,1,0.95,-1
1,446,1,3,1,2.08,-1
1,447,3,1,0,0.41,1
1,447,2,2,0,1.26,1
1,447,1,3,0,2.63,1
1,448,2,1,1,0.3,1
1,448,3,2,1,0.31,1
1,448,1,3,1,0.62,1
1,449,1,1,1,0.16,-1
1,449,2,2,1,0.67,1
1,449,3,3,1,0.77,1
1,450,3,1,1,0.33,1
1,450,2,2,1,0.47,-1
1,450,1,3,1,1.39,1
1,451,3,1,1,0.23,1
1,451,2,2,1,0.4,1
1,451,1,3,1,1.35,1
1,452,2,1,0,1.4,1
1,452,1,2,0,2.19,-1
1,452,3,3,0,2.32,1
1,453,2,1,0,0.61,1
1,453,3,2,0,0.84,1
1,453,1,3,0,4.64,1
1,454,2,1,0,0.14,-1
1,454,3,2,0,0.33,1
1,454,1,3,0,2.9,1
1,455,2,1,0,0.8,-1
1,455,3,2,0,1.54,1
1,455,1,3,0,2.13,-1
1,456,2,1,1,0.15,1
1,456,3,2,1,0.84,-1
1,456,1,3,1,1.54,1
1,457,1,1,0,0.56,-1
1,457,2,2,0,0.68,1
1,457,3,3,0,1.2,-1
1,458,3,1,1,0.13,1
1,458,1,2,1,0.82,1
1,458,2,3,1,1.5,1
1,459,3,1,0,0.31,1
1,459,2,2,0,0.53,-1
1,459,1,3,0,2.15,1
1,460,2,1,1,0.38,-1
1,460,1,2,1,0.49,1
1,460,3,3,1,1.52,1
1,461,1,1,0,0.26,-1
1,461,2,2,0,0.58,-1
1,461,3,3,0,1.44,1
1,462,2,1,0,0.23,-1
1,462,3,2,0,0.47,1
1,462,1,3,0,1.61,1
1,463,2,1,0,0.3,1
1,463,3,2,0,0.34,-1
1,463,1,3,0,5.72,1
1,464,1,1,0,0.05,1
1,464,2,2,0,0.57,1
1,464,3,3,0,0.83,1
1,465,2,1,0,0.2,1
1,465,3,2,0,0.66,1
1,465,1,3,0,1.54,1
1,466,2,1,1,0.62,1
1,466,1,2,1,1.06,-1
1,466,3,3,1,1.13,1
1,467,2,1,1,0.51,-1
1,467,1,2,1,0.72,1
1,467,3,3,1,0.76,1
1,468,3,1,1,0.5,1
1,468,1,2,1,1.72,1
1,468,2,3,1,1.95,1
1,469,3,1,0,0.16,1
1,469,2,2,0,0.34,1
1,469,1,3,0,0.54,-1
1,470,2,1,0,0.77,1
1,470,3,2,0,1.08,1
1,470,1,3,0,2.55,1
1,471,3,1,0,0.49,1
1,471,2,2,0,0.59,1
1,471,1,3,0,0.98,1
1,472,2,1,1,0.58,1
1,472,3,2,1,0.76,1
1,472,1,3,1,0.79,1
1,473,3,1,0,0.24,1
1,473,1,2,0,1.71,1
1,473,2,3,0,2.06,1
1,474,1,1,1,0.4,1
1,474,3,2,1,0.63,1
1,474,2,3,1,1.32,1
1,475,3,1,1,0.77,1
1,475,2,2,1,1.16,-1
1,475,1,3,1,3.42,-1
1,476,1,1,0,0.55,1
1,476,3,2,0,1.11,1
1,476,2,3,0,1.23,1
1,477,1,1,1,0.17,1
1,477,3,2,1,0.7,1
1,477,2,3,1,1.54,1
1,478,2,1,0,0.35,-1
1,478,3,2,0,1.08,-1
1,478,1,3,0,1.57,1
1,479,2,1,1,0.28,1
1,479,3,2,1,0.79,1
1,479,1,3,1,0.93,1
1,480,1,1,0,0.27,1
1,480,3,2,0,0.33,1
1,480,2,3,0,1.14,1
1,481,2,1,1,0.35,1
1,481,1,2,1,0.5,1
1,481,3,3,1,1.16,-1
1,482,2,1,1,0.51,1
1,482,3,2,1,0.57,1
1,482,1,3,1,1.04,1
1,483,3,1,1,0.56,1
1,483,2,2,1,0.82,1
1,483,1,3,1,1.59,-1
1,484,2,1,0,0.36,1
1,484,1,2,0,0.5,-1
1,484,3,3,0,0.95,-1
1,485,2,1,0,0.29,1
1,485,1,2,0,0.72,1
1,485,3,3,0,1.54,1
1,486,1,1,1,0.78,1
1,486,3,2,1,1.23,1
1,486,2,3,1,1.47,1
1,487,2,1,0,0.35,1
1,487,1,2,0,1.3,1
1,487,3,3,0,2.67,1
1,488,3,1,1,0.08,1
1,488,1,2,1,0.34,1
1,488,2,3,1,1.14,1
1,489,3,1,0,0.24,1
1,489,2,2,0,1.55,1
1,489,1,3,0,3.12,1
1,490,1,1,1,0.42,1
1,490,2,2,1,1.02,-1
1,490,3,3,1,1.32,-1
1,491,2,1,0,0.59,1
1,491,3,2,0,0.82,1
1,491,1,3,0,2.7,1
1,492,2,1,0,0.27,1
1,492,1,2,0,0.33,1
1,492,3,3,0,1.01,-1
1,493,2,1,1,0.79,1
1,493,3,2,1,0.9,1
1,493,1,3,1,1.71,-1
1,494,1,1,1,0.45,1
1,494,3,2,1,1.28,-1
1,494,2,3,1,3.59,1
1,495,2,1,0,0.24,-1
1,495,3,2,0,0.29,1
1,495,1,3,0,2.59,-1
1,496,1,1,0,0.5,1
1,496,3,2,0,0.94,1
1,496,2,3,0,2.26,1
1,497,2,1,1,0.68,1
1,497,3,2,1,0.85,1
1,497,1,3,1,1.23,1
1,498,3,1,1,0.24,1
1,498,1,2,1,0.53,1
1,498,2,3,1,0.76,1
1,499,1,1,0,0.71,-1
1,499,2,2,0,1.14,1
1,499,3,3,0,2.23,1
1,500,3,1,1,0.23,1
1,500,2,2,1,0.98,1
1,500,1,3,1,1.24,1
1,501,3,1,1,0.16,1
1,501,2,2,1,1.44,1
1,501,1,3,1,4.35,1
1,502,1,1,1,0.4,1
1,502,2,2,1,0.52,1
1,502,3,3,1,0.56,1
1,503,3,1,1,0.23,1
1,503,2,2,1,0.47,1
1,503,1,3,1,0.75,-1
1,504,1,1,0,0.17,1
1,504,3,2,0,1.39,1
1,504,2,3,0,1.46,1
1,505,1,1,1,0.76,-1
1,505,2,2,1,0.86,1
1,505,3,3,1,1.08,1
1,506,3,1,1,0.33,1
1,506,2,2,1,0.38,1
1,506,1,3,1,0.46,1
1,507,2,1,0,0.33,-1
1,507,3,2,0,0.64,1
1,507,1,3,0,1.18,1
1,508,3,1,0,0.56,1
1,508,1,2,0,1.36,-1
1,508,2,3,0,2.94,1
1,509,3,1,1,0.46,1
1,509,1,2,1,0.68,1
1,509,2,3,1,0.69,1
1,510,1,1,1,0.27,1
1,510,2,2,1,0.42,1
1,510,3,3,1,0.82,1
1,511,2,1,1,0.27,1
1,511,3,2,1,0.55,1
1,511,1,3,1,1.86,-1
1,512,1,1,1,0.35,1
1,512,2,2,1,0.38,1
1,512,3,3,1,0.45,1
1,513,1,1,1,0.44,-1
1,513,2,2,1,1.52,1
1,513,3,3,1,1.91,1
1,514,3,1,0,0.12,1
1,514,2,2,0,1.36,-1
1,514,1,3,0,2.36,-1
1,515,1,1,0,0.12,-1
1,515,3,2,0,0.33,1
1,515,2,3,0,1.77,1
1,516,3,1,1,0.47,1
1,516,2,2,1,1.04,-1
1,516,1,3,1,1.11,1
1,517,1,1,1,0.54,1
1,517,2,2,1,0.56,1
1,517,3,3,1,0.67,1
1,518,2,1,0,0.44,1
1,518,1,2,0,0.8,1
1,518,3,3,0,0.98,1
1,519,1,1,0,0.44,1
1,519,2,2,0,0.53,1
1,519,3,3,0,1.58,1
1,520,3,1,0,1.39,1
1,520,1,2,0,1.59,-1
1,520,2,3,0,2.52,1
1,521,3,1,1,0.49,1
1,521,2,2,1,0.86,-1
1,521,1,3,1,4.67,-1
1,522,2,1,0,0.33,1
1,522,1,2,0,0.61,-1
1,522,3,3,0,0.89,1
1,523,3,1,1,0.49,1
1,523,2,2,1,0.59,1
1,523,1,3,1,1.36,1
1,524,3,1,1,0.98,1
1,524,1,2,1,0.99,1
1,524,2,3,1,1.18,1
1,525,1,1,1,0.34,1
1,525,3,2,1,0.37,1
1,525,2,3,1,0.63,-1
1,526,3,1,0,0.55,1
1,526,2,2,0,0.6,1
1,526,1,3,0,2.32,1
1,527,2,1,0,0.36,1
1,527,3,2,0,0.66,1
1,527,1,3,0,1.28,1
1,528,3,1,1,0.29,1
1,528,1,2,1,0.62,-1
1,528,2,3,1,0.9,1
1,529,2,1,1,0.28,-1
1,529,1,2,1,0.47,1
1,529,3,3,1,1.07,1
1,530,3,1,1,0.3,1
1,530,1,2,1,0.82,1
1,530,2,3,1,0.93,-1
1,531,2,1,1,0.61,1
1,531,3,2,1,0.72,1
1,531,1,3,1,1.22,-1
1,532,1,1,0,0.56,1
1,532,2,2,0,0.86,1
1,532,3,3,0,1.5,1
1,533,1,1,0,0.58,-1
1,533,3,2,0,0.78,1
1,533,2,3,0,1.1,-1
1,534,3,1,0,0.16,-1
1,534,2,2,0,0.69,1
1,534,1,3,0,1.14,-1
1,535,1,1,1,0.41,-1
1,535,2,2,1,0.62,1
1,535,3,3,1,1.16,1
1,536,1,1,0,0.31,-1
1,536,3,2,0,0.41,1
1,536,2,3,0,0.6,1
1,537,3,1,1,0.13,1
1,537,1,2,1,0.38,-1
1,537,2,3,1,1.51,1
1,538,1,1,1,0.58,-1
1,538,2,2,1,0.59,-1
1,538,3,3,1,0.83,1
1,539,2,1,0,0.74,-1
1,539,3,2,0,0.99,1
1,539,1,3,0,1.38,-1
1,540,2,1,1,0.25,-1
1,540,3,2,1,0.28,1
1,540,1,3,1,0.39,1
1,541,3,1,0,0.28,1
1,541,2,2,0,0.74,-1
1,541,1,3,0,1.13,-1
1,542,3,1,1,0.69,1
1,542,1,2,1,0.83,-1
1,542,2,3,1,1.7,-1
1,543,3,1,0,0.38,1
1,543,2,2,0,1.62,1
1,543,1,3,0,1.83,-1
1,544,2,1,1,0.3,1
1,544,3,2,1,1.3,1
1,544,1,3,1,2.72,-1
1,545,3,1,0,0.22,1
1,545,2,2,0,1.87,1
1,545,1,3,0,2.3,1
1,546,3,1,1,1.27,1
1,546,2,2,1,2.69,-1
1,546,1,3,1,3.36,1
1,547,1,1,1,0.56,1
1,547,3,2,1,0.69,1
1,547,2,3,1,1.28,1
1,548,2,1,0,1.3,1
1,548,3,2,0,2.5,-1
1,548,1,3,0,3.71,1
1,549,3,1,1,0.12,1
1,549,2,2,1,0.2,1
1,549,1,3,1,3.56,-1
1,550,3,1,0,0.73,1
1,550,1,2,0,1.36,-1
1,550,2,3,0,2.87,1
1,551,3,1,0,0.37,1
1,551,1,2,0,0.46,-1
1,551,2,3,0,0.65,-1
1,552,1,1,1,0.47,1
1,552,2,2,1,0.63,1
1,552,3,3,1,1.29,1
1,553,2,1,0,0.24,1
1,553,3,2,0,0.93,1
1,553,1,3,0,1.93,1
1,554,2,1,0,0.77,-1
1,554,3,2,0,1.38,1
1,554,1,3,0,1.57,1
1,555,3,1,0,0.22,1
1,555,2,2,0,0.53,1
1,555,1,3,0,2.36,1
1,556,2,1,0,0.55,1
1,556,3,2,0,0.91,1
1,556,1,3,0,1.23,1
1,557,2,1,1,0.46,1
1,557,1,2,1,0.81,-1
1,557,3,3,1,3.18,1
1,558,3,1,1,0.35,1
1,558,2,2,1,0.41,1
1,558,1,3,1,0.98,1
1,559,2,1,1,0.49,1
1,559,1,2,1,0.75,1
1,559,3,3,1,1.32,1
1,560,1,1,0,0.32,-1
1,560,2,2,0,0.49,1
1,560,3,3,0,0.76,1
1,561,3,1,0,0.19,1
1,561,2,2,0,1.14,1
1,561,1,3,0,1.36,1
1,562,2,1,0,0.53,-1
1,562,3,2,0,0.86,1
1,562,1,3,0,1.34,1
1,563,2,1,0,1.14,1
1,563,1,2,0,1.49,-1
1,563,3,3,0,2.37,1
1,564,3,1,1,0.55,1
1,564,1,2,1,0.89,1
1,564,2,3,1,1.28,-1
1,565,3,1,0,0.36,1
1,565,1,2,0,0.72,1
1,565,2,3,0,1.56,-1
1,566,1,1,1,0.49,-1
1,566,2,2,1,0.58,1
1,566,3,3,1,0.6,1
1,567,2,1,1,0.22,-1
1,567,3,2,1,0.24,1
1,567,1,3,1,1.42,-1
1,568,2,1,0,0.59,1
1,568,3,2,0,1.76,1
1,568,1,3,0,3.38,1
1,569,3,1,1,0.44,1
1,569,2,2,1,0.58,1
1,569,1,3,1,1.16,1
1,570,3,1,1,0.35,1
1,570,1,2,1,0.36,1
1,570,2,3,1,0.42,1
1,571,3,1,1,0.42,1
1,571,1,2,1,0.53,1
1,571,2,3,1,1.81,1
1,572,3,1,1,0.28,1
1,572,2,2,1,0.72,1
1,572,1,3,1,2.44,-1
1,573,3,1,1,0.15,1
1,573,1,2,1,0.84,1
1,573,2,3,1,1.5,1
1,574,2,1,1,0.62,-1
